tweet,label
RT @FuckTraVonn: @TropicalKyle @wendella_ one time me and this blind bitch was watching a movie,1
"You ever randomly woke up and ya bitch standing over you, just staring.",1
"RT @USRealityCheck: Republicans Want to Yank Food Stamps from the Hungry: 

 May 16, 2... http://t.co/2UkcoICd9Q prg #P2",2
on some field nigger shit,1
Current emotion-Broke ass bitch,1
"Nah if she wus freak an got smutted by multiple niggas, you jis then cuffed up a hoe...",1
RT @twayne1010: Charles Manson's fiancee will have a difficult time planning their honeymoon. Charlie can't surf.,1
"RT @Factsionary: Pink ""albino"" dolphins are extremely rare but do exist in the wild. http://t.co/gWyLpgC9lP",2
RT @HBCUfessions: I know if my bf breaks up w/ me I'll become the biggest hoe of all time &amp;probably fuck anyone who looks my way bc id be s&#8230;,1
@gillis_seth @_B_R_Y_C_E_ where you at bitch,1
"@ruby_knox @all_about_kk @squirtnetwork Why would i pay sex ,when i can getfree pussy that makes no sence at all",1
@efethegoddess Wuw. Am not wun uv ur hoes dnt send mi pics,1
"Why does this faggot in front of me have to get two dozen doughnuts right now, get the fuck on",0
&#8220;@mikeceeno: Just seen 2 pregnant bitches fight&#8221; did the look like sumo wrestlers?,1
My hobbies consist of sleeping &amp; subtweeting about random people from school that don't even know me because I'm a judgemental bitch,1
RT @TroyMadden: Real niggas can handle anything.. including any bitch or any nigga,1
I can't believe this nigga told me to put nutella on a bitch before you eat her out #wildnigga,1
My nigga mister meaner just hope back on the bitch,1
RT @NooFatChicks: When the lazy eye bitch was tryna put up a front with me http://t.co/EHGPT5BaA2,1
I'm jus a trill nicca mane,2
RT @iDntWearCondoms: Men only cheat for pussy. Women cheat cuz they think they have 2 soulmates,1
RT @1stblocklokee: The niggas who just jumped my brother said that dre was in they hood bitch 131st belongs to us imma going to find you bi&#8230;,1
"RT @TacoRell This show should be called ""side bitches"" I ain't seen love YET",1
Had to change my shit up on u hoes,1
RT @Ayoo_Desiee: Got like 10 hoes &#128143;&#128143;&#128143;&#128143; 3 baes &#128107;&#128107;&#128109;,1
"If you like the 24k gold rillos, your a pussy",1
"RT @ItsGirllCode: reasons to be a mermaid:

- no periods
- no pants
- perfect hair
- u get to lure men into their death

also, free clam bra",2
Them brownies tho &#128524;&#128076;,2
Woman busting her ass to please you and you treat her like shit cuz you a immature ass lil boy. Yeah fuck all you hoe ass niggas.,1
"@kampeas well, I know you like it when children are murdered, kind of weird you would be such a little bitch about a twitter list",1
Yall know Skip Bayless is about to slit his wrists over Romo! Lol,2
You're all just crows on the power lines.,2
"""@__MALIBUbarbie: Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE!"" ..looking like black&amp;milds out here",1
You're a dumb bitch. Wow.,1
I fuckedd your bitch than gave her a snack pack,1
@JamesyNBA damn your bitch really hoe'n for the F!!,1
"&#8220;@_KingCorey_: I got the giggles because I'm a fag, I ain't gon' lie lol &#128514;&#128514;&#8221;",1
@Lion_of_Gray @roodawg1971 @mrfayoh @khanye_s @sas2afoundation here's my opinion on the matter..... She's a cunt.,1
RT @MemphisMSoccer: 50' 2nd yellow card issued for Temple,2
&#128530;RT @SedSince81: niggers RT @VonshayeB Before any moves are made... my black ass must take a nap!,1
RT @Broski5519: Call her 1st thing in da AM.... Let her know dat pussy on yo mind....,1
@tayisbae @stilIgucci @spxrklybubbles what she means is shes a fat bitch,1
I wanna get this hoe on my arm with a diamond coming out of the cloud..&#9729;&#65039;&#128142; #RIPRICK http://t.co/Kdy74OHUtw,1
@lettherainefall fag that's some gay ass shit,1
"@SoftestMuffin @_tee13 @TorahBlaze will convince u that is a lame, you, a nigger liver believes it cuz you a nigger whore",0
&#8220;@Boobah_: What's the symptoms for Ebola? My stomach been hurting b. I'm nervous&#8221;bitch you better not be we was drinking out same bottle,1
Send that bitch a smiley face. Bitches love smiley faces :),1
Emd hoe,1
RT @ikesizzle: If you hatin you just need some pussy...,1
Fuck all these dirty hoes these bitches basic,1
They use to call my mom Japs when she was younger. Lol Asian racial slurs.,2
My niggah I was waiting all weekend to take these shits &#128553;&#128514;,1
Lil bitch but her ass move &#128541;&#128540;&#128540;&#128540;,1
My sister said my step mom is a cunt. &lt;3 i love my Sister (:,1
@YungCofGOA @12YearsAHaitian need to start mcbob because Williams only shoot let him play with bird,2
ain't no bitch got shit on me,1
RT @CHlLDHOODRUINER: taking out the trash at night http://t.co/UhXTOgP4jZ,2
"my pussy pops severely, 
and yours don't!!!",1
Not finna play with the bitches lmao,1
RT @Dewis14: @H_ToTheOV @dbrad_80 @Coleduff24 @Peckadelic @bgulll1611 you're all pussies. Only men throw whammers in their assholes,1
and I gotta say I dont like this ashley brooks. omfg creepy psycho bitch,1
@NaughtyBoyMusic bitch me too,1
"I don't get why bitches blame the hoe their man cheated on them with..IT WAS BOTH THEIR FAULT,their boyfriend could've said ""no""",1
"@kboydee like some of the ""worst"" lyrics they post are beautiful but just because they don't know what they're talking about, it's ""trash""",2
"Hello new followers. I am anime loving nigger who is too poor to afford a laptop, resulting in being a mw3 theater player for Darth.",1
It was my sophomore year that I learned these hoes weren't loyal,1
You wanna find hoes on here? Just follow the chicks who reply with heart eyes under sex gifs,2
@DatBoyRayT because if you support lesbians you have to support faggots there's no difference.,0
RT @jade_vidal: Everyday I turn more into a cold heartless bitch.,1
Girl you eating more pussy then me girl you should have been a nigga,1
Someone come take these brownies away from me before I eat the whole pan!,2
@TheLadyGamer if you gotta shout u a bad bitch... u ain't a bad bitch &#128524;,1
RT @BenTateRB: This is crazy no RB picked yet. A RB won ROY! 2yrs ago RB was MVP. Ppl 4get how important our position is. This is insane ho&#8230;,2
@prihncess bitch,1
"RT @LauraRosenCohen: #AskDrMann Is having no amici briefs filed on your behalf kind of like Charlie Brown never, ever getting ANY Valentin&#8230;",2
Because of the message that sends to LGBTQ residents in the state. Not as if West Virginia is a paradise for queer people. Today is major.,1
Ay what are some good bars/clubs to hit up in Denver?? Should be up there Saturday night to coon out.,2
@littlelinnda @NasshRodriguez @linndaroose linda you just @ yourself rn you retard^^,1
@SteezHOE that's my lil Nigga in the middle . I was locked Wid bitch,1
@shanetallant he won't bite! We promise he's a friendly bird :),2
"What's a Queen without a King?

...A lonely ass bitch!",1
Who told this midget hoe to start stripping,1
"It happens AGAIN!! Black pack beats ""whitey."" This should make national news. http://t.co/izKoA2Xb",0
@AC_Hussle bitches are hoes don't be surprised,1
"RT @ArianaGrande: Oh Torrence, I can't stand your cheer leading squad but I love your pom poms... I'll feed you bon bons all night.",2
There's a green bowl high. A spliff high. A j high. A blunt high. A moke high. And a Moke + coffee high.,2
@Anellesofia for some spook shit,1
Lil bitch with enough ass &amp;&amp; a future &#128525;&#128536;,1
"Brooooooo that wingstop went sooooo clutch, I straight ran through that hoe!!",1
RT @TAXSTONE: These bitches self esteem built off likes and their principles built off Instagram memes,1
"RT @JiggyJust: Real tears &#128514;&#128514; &#8220;@NankDatThang: &#128557;&#128557;&#128557;&#128557; RT @TheOnlyReed: Both these outfits trash, but the dyke outfit got me WEAKKKKKKKK http://&#8230;",1
RT @Bdell1014: Waiting 90 days for pussy is like being grounded and looking at all the kids playing outside from your bedroom window.,1
Kae &amp; Chris coming for yall bitches as a couple &#10084;&#65039;&#128076;,1
RT @KeyshBeChillin Have you bitches done your Kegals today?,1
RT @jjauthor: US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering 2parasites! #tcot http://t&#8230;,2
praying for a bitch,1
@bitchkrieg like the new AVI. My Twitter is retarded and shows you in the cubs hat but when I stalk your profile it show the new one,0
I really be baggin bitches with no problem in basketball shorts b I don't know if it's my smile or my cologne or maybe it's just my swag idk,1
You ratchet ass bitches gonna have nobody to blame but yourself when you get an std,1
"&#8220;@keyna__: &#8220;@cosmeticJUNKiee: ""need to get laid &#128514;&#128514;&#128514;&#128514; 
sike im celibate""

bitches be like &#128070;&#128070;&#128070;&#128070;&#128070;&#128070;&#128070;&#8221;&#128064;&#8221;&#128064;",1
A shockingly true tale from the Oreo that almost got devoured. http://t.co/WYIS0LVdsi,2
Ok. Did this bitch just say wut I think she.said? I believe u just described urself dumbass,0
"@GoDaddy Hope you guys do get attacked for supporting SOPA, bunch of dirty snake faggots.",0
"RT @Jimmy_Santander: ""Deme gallo pinto con carne asadita, madurito..y...una milca, amor""",2
Stop trying to be down honky http://t.co/0MALBNDkn9,1
"@AndrewTaran That's a nice color combo too, love the blue and yellow.",2
@Rosaalbae @iH8TvvitterHoes faggot but you sent me hella nudes. Hmmmm,1
Wiz thought he could turn his hoe into a house wife #SHEDONTBELONGTOYOU #SHEBELONGSTOTHEWORLD,1
@littlecball @AustinMahone just Robert bc he was the one cussing like no tomorrow bc he's a pussy,1
"RT @ElderLWM: And Black women need to stop referring to themselves and other sisters as ""hoes"" &amp; ""Bitches""..... It really ain't a good look&#8230;",1
99 problems but a bitch ain't 1,1
RT @the_ironsheik: Alex Rodriguez you lucky only the Ryan Dempster hit you. I going to get my camel to break your neck you son of a bitch,1
"&#8220;@HarrysBoyLouis: &gt;&gt; Homecoming in 2 days &lt;&lt; http://t.co/M6r2lWAFRV&#8221;

Bet u didn't even have a date bitch, I just went and say in the corner",1
no youre a fucking retard thats gonna get fucking date raped at a frat tonight. have fun with those repressed memories,1
"RT @OhYouNanciHuh: Talmbout ""I graduate next month"" word? Congrats! What in? ""safe food handling"" bitch...if you don't flee from me with th&#8230;",1
Mane wtf I wake up look at da window it's showin like a mf outside...Good thing a nicca went to Walmart yesterday Good Aone snacks,1
RT @O3_Millz: I wonder if mfers gon be mad I took they bitch &#128064;&#128514;&#128514;,1
RT @creativecarley: I'm such a bitch to you. Why do you stick around?,1
"Dear ugly hoes: Stop playing hard to get, you're already hard to want.",1
"@BlakkHoodie_562 yeah that niggah played good, lowkey i wanted brazil to win",1
@xTee_kay_ohx @PennyTheGOAT it makes you a nigger fucking a goat.,1
This nigguh got somebody contact as Ebola lol,1
"RT @ZANNLXRD: i hate when italian ppl say ""olive garden isnt real italian food"" fuck ur grandmas roasted casserole you bitch olive garden i&#8230;",1
@RickyNgan target got them high class hoes,1
I feel like its gon be a homo revalution round dis bitch deez niggas expandin,1
Grusty hoe,1
@just_priss I understand but stop venting on this bitch you give to much insight in to your life &amp; these people don't deserve that,1
Man I swear today's like nation hit tony while he's driving day.... This chink almost smashed into me...,0
&#8220;@Coley_Cee: @lil_aerii upload our pictures&#8221;. Wat pictures bitch,1
@FukknTyler nigga I talk shit period this ain't nun new white bitch we go threw this every damn day &#128514;&#128514;,1
"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you",1
#Virginia is full of white trash.,0
"RT @SantosVictorero: RT @peddoc63 Lib Hypocrisy alert&#128680; bans ""bossy"" but ""bitch"" is okay! @AmyMek @michellemalkin @jjauthor #tcot http://t.c&#8230;",1
@BitchImFancy lol so retarded,1
RT @Sam_James3: @will123_william @haydenhill13 @aknadnrye @khalilreed I don't care tho cracker,0
"Cut them niggas off they aint yo friends , Cut them bitches off they just pretend",1
life is ya professor better know that bitch is gone test ya,1
Sounds like a hoe,1
@mrspinkyyyy what's the name of that hoe? Lol it sounds good,1
RT @UNCLERUCKUS_BD: Somewhere in the ghetto it's a nigger getting shot over BBQ,1
RT @GreatScottnyc: All bitches is crazy.,1
RT @amnesty2016: Stfu stupid bitch. God damn. Unfuckingfollow me then!!! Shit.,1
RT @GetEmKee_iGotEm: hoes? I got several? they 10's or better &#128076;,1
&#8220;@ITSMeESPERANZA_: &#8220;@nhalegood: When hoes feel like their photo didnt get enough favorites http://t.co/xezFP0uybA&#8221; that's me &#128129;&#128128;&#8221; thirsty ass,1
RT @VERSACEGAWDD: yall really expect a 40 yr old nigga to still rap about raping hoes and killing his mother? nah,1
Arod like ugly bitches that like to fuck,1
Ronnie Radke's a fucking fag. Fronz owns his ass.,1
RT @moosedaugherty: Free bird!!!,2
"bitches ain&#8217;t shit, and they ain&#8217;t saying nothin&#8217;",1
RT @thecoreyholcomb: When gay girls suck pussy from a bitch who just took a plan B pill the other day that means the munching hoe ate plans&#8230;,1
RT @Basedomg: im fukin yo bitch u mad as shit,1
Now my side bitch my main bitch Bc my main hoe ain't feeling me no mo. No mo.,1
I'm hands on when its time ta murk a bitch,1
RT @BitesBlog: Pat Martin Is Gonna Show Some Yankees a Thing or Two at the James Beard House Tonight http://t.co/crWY99X7EQ,2
This is how im asking my bitch to prom or for her to marry me &#128076; guareenteed yes http://t.co/4HZzRqJHaq,1
"#SlightlyAdjusted RT @CapoToHeaven Alls niggers wanna do is fuck, tweet, and drink pineapple soda all day",0
Bill Romanowski is still a cunt. Who saw that one coming.,1
can't decide if i should wear my yellow rain boots for the purposes of being all black &amp; yellow errrrything...,2
"Lol lawwwddd that's why I aint fuck with jitt I never wanna be labeled a ""hoe""",1
"Ocean drive &#127754; then I gave it a pill I think ""@justmoody_: I met that pussy on ocean drive,&#8221;",1
@whiteangelss84 y dont u end us monkeys then? U hate us because were better than crackers &amp; I love it. Deep down u know weve done nothin 2 u,0
RT @__PrettyTea: 30 bottles ! 30 bitches !,1
RT @JoleenDoreen: I was in a Kik group once. But we called it a party line and old Charlie the barber was always hogging the calls.,2
RT @UrKindOfBrand: If she's always been a dyke she's a virgin. No way around that. Her first time eating box don't take her virginity.... #&#8230;,1
"@1D_NIPPLES_ bitch you fucking told me to sit in that seat and yo dumbass come again saying ""why you sitting there"" bitch #vote5sos",1
